text,file,line
"round",./packages/cli/src/ui/components/FolderTrustDialog.tsx,82
"column",./packages/cli/src/ui/components/FolderTrustDialog.tsx,88
"${prompt.name}",./packages/cli/src/services/McpPromptLoader.ts,56
"${prompt.name}",./packages/cli/src/services/McpPromptLoader.ts,60
"value",./packages/cli/src/services/McpPromptLoader.ts,62
"foo",./packages/cli/src/services/McpPromptLoader.ts,63
"foo",./packages/cli/src/services/McpPromptLoader.ts,63
"value",./packages/cli/src/services/McpPromptLoader.ts,232
"column",./packages/cli/src/ui/components/HistoryItemDisplay.tsx,61
"act(...)",./packages/cli/test-setup.ts,62
"column",./packages/cli/src/ui/components/AlternateBufferQuittingDisplay.tsx,26
"app-header",./packages/cli/src/ui/components/AlternateBufferQuittingDisplay.tsx,31
"column",./packages/cli/examples/scrollable-list-demo.tsx,93
"round",./packages/cli/examples/scrollable-list-demo.tsx,103
"cyan",./packages/cli/examples/scrollable-list-demo.tsx,103
"column",./packages/cli/examples/scrollable-list-demo.tsx,108
"column",./packages/cli/examples/scrollable-list-demo.tsx,111
"column",./packages/cli/examples/scrollable-list-demo.tsx,116
"single",./packages/cli/examples/scrollable-list-demo.tsx,122
"gray",./packages/cli/examples/scrollable-list-demo.tsx,127
"gray",./packages/cli/examples/scrollable-list-demo.tsx,134
"round",./packages/cli/src/ui/components/ModelStatsDisplay.tsx,62
"round",./packages/cli/src/ui/components/ModelStatsDisplay.tsx,90
"column",./packages/cli/src/ui/components/ModelStatsDisplay.tsx,92
"single",./packages/cli/src/ui/components/ModelStatsDisplay.tsx,119
"API",./packages/cli/src/ui/components/ModelStatsDisplay.tsx,128
"Requests",./packages/cli/src/ui/components/ModelStatsDisplay.tsx,130
"Errors",./packages/cli/src/ui/components/ModelStatsDisplay.tsx,134
"Avg Latency",./packages/cli/src/ui/components/ModelStatsDisplay.tsx,149
"Tokens",./packages/cli/src/ui/components/ModelStatsDisplay.tsx,159
"Total",./packages/cli/src/ui/components/ModelStatsDisplay.tsx,161
"Prompt",./packages/cli/src/ui/components/ModelStatsDisplay.tsx,169
"Cached",./packages/cli/src/ui/components/ModelStatsDisplay.tsx,175
"Thoughts",./packages/cli/src/ui/components/ModelStatsDisplay.tsx,189
"Tool",./packages/cli/src/ui/components/ModelStatsDisplay.tsx,196
"Output",./packages/cli/src/ui/components/ModelStatsDisplay.tsx,202
"Settings",./packages/cli/src/ui/components/SettingsDialog.tsx,376
"round",./packages/cli/src/ui/components/SettingsDialog.tsx,756
"row",./packages/cli/src/ui/components/SettingsDialog.tsx,758
"column",./packages/cli/src/ui/components/SettingsDialog.tsx,763
"truncate",./packages/cli/src/ui/components/SettingsDialog.tsx,764
"row",./packages/cli/src/ui/components/SettingsDialog.tsx,847
"center",./packages/cli/src/ui/components/SettingsDialog.tsx,847
"column",./packages/cli/src/ui/components/SettingsDialog.tsx,890
"truncate",./packages/cli/src/ui/components/SettingsDialog.tsx,891
"column",./packages/cli/src/ui/components/Help.tsx,18
"round",./packages/cli/src/ui/components/Help.tsx,21
"column",./packages/cli/src/ui/components/Help.tsx,70
"${checkerConfig.name}",./packages/core/src/safety/checker-runner.ts,93
"${checkerConfig.name}",./packages/core/src/safety/checker-runner.ts,133
"${checkerName}",./packages/core/src/safety/checker-runner.ts,166
"${checkerName}",./packages/core/src/safety/checker-runner.ts,206
"decision",./packages/core/src/safety/checker-runner.ts,223
"${checkerName}",./packages/core/src/safety/checker-runner.ts,231
"${checkerName}",./packages/core/src/safety/checker-runner.ts,249
"${checkerName}",./packages/core/src/safety/checker-runner.ts,270
"${name}",./packages/core/src/safety/registry.ts,36
"${name}",./packages/core/src/safety/registry.ts,44
"${name}",./packages/core/src/safety/registry.ts,50
"${name}",./packages/core/src/safety/registry.ts,58
"${name}",./packages/core/src/safety/registry.ts,67
"${p}",./packages/core/src/safety/built-in.ts,52
"${argName}",./packages/core/src/safety/built-in.ts,52
"${p}",./packages/core/src/safety/built-in.ts,69
"${argName}",./packages/core/src/safety/built-in.ts,69
"round",./packages/cli/src/ui/components/InputPrompt.tsx,1002
"row",./packages/cli/src/ui/components/InputPrompt.tsx,1010
"flex-start",./packages/cli/src/ui/components/InputPrompt.tsx,1011
"column",./packages/cli/src/ui/components/InputPrompt.tsx,1037
"NONE",./packages/cli/src/ui/components/IdeTrustChangeDialog.tsx,31
"round",./packages/cli/src/ui/components/IdeTrustChangeDialog.tsx,41
"row",./packages/cli/src/ui/components/ShellConfirmationDialog.tsx,71
"column",./packages/cli/src/ui/components/ShellConfirmationDialog.tsx,73
"round",./packages/cli/src/ui/components/ShellConfirmationDialog.tsx,74
"column",./packages/cli/src/ui/components/ShellConfirmationDialog.tsx,80
"column",./packages/cli/src/ui/components/ShellConfirmationDialog.tsx,88
"round",./packages/cli/src/ui/components/ShellConfirmationDialog.tsx,89
"truncate",./packages/cli/src/ui/components/ShowMoreLines.tsx,35
"column",./packages/cli/src/ui/components/MultiFolderTrustDialog.tsx,140
"column",./packages/cli/src/ui/components/MultiFolderTrustDialog.tsx,142
"round",./packages/cli/src/ui/components/MultiFolderTrustDialog.tsx,143
"column",./packages/cli/src/ui/components/MultiFolderTrustDialog.tsx,149
"${path}",./packages/core/src/policy/toml-loader.ts,150
"run_shell_command",./packages/core/src/policy/toml-loader.ts,169
"run_shell_command",./packages/core/src/policy/toml-loader.ts,172
"run_shell_command",./packages/core/src/policy/toml-loader.ts,174
"command",./packages/core/src/policy/toml-loader.ts,345
"command",./packages/core/src/policy/toml-loader.ts,352
"command",./packages/core/src/policy/toml-loader.ts,431
"command",./packages/core/src/policy/toml-loader.ts,437
"[Circular]",./packages/core/src/policy/stable-stringify.ts,22
"a",./packages/core/src/policy/stable-stringify.ts,41
"b",./packages/core/src/policy/stable-stringify.ts,41
"a",./packages/core/src/policy/stable-stringify.ts,48
"self",./packages/core/src/policy/stable-stringify.ts,48
"[Circular]",./packages/core/src/policy/stable-stringify.ts,48
"safe",./packages/core/src/policy/stable-stringify.ts,57
"data",./packages/core/src/policy/stable-stringify.ts,57
"[Circular]",./packages/core/src/policy/stable-stringify.ts,77
"Preview",./packages/cli/src/ui/components/ThemeDialog.tsx,172
"round",./packages/cli/src/ui/components/ThemeDialog.tsx,196
"column",./packages/cli/src/ui/components/ThemeDialog.tsx,198
"row",./packages/cli/src/ui/components/ThemeDialog.tsx,206
"column",./packages/cli/src/ui/components/ThemeDialog.tsx,208
"truncate",./packages/cli/src/ui/components/ThemeDialog.tsx,209
"column",./packages/cli/src/ui/components/ThemeDialog.tsx,228
"single",./packages/cli/src/ui/components/ThemeDialog.tsx,240
"column",./packages/cli/src/ui/components/ThemeDialog.tsx,246
"Hello, ",./packages/cli/src/ui/components/ThemeDialog.tsx,266
"Hello, {name}!",./packages/cli/src/ui/components/ThemeDialog.tsx,267
"truncate",./packages/cli/src/ui/components/ThemeDialog.tsx,289
"column",./packages/cli/src/ui/components/Composer.tsx,53
"column",./packages/cli/src/ui/components/Composer.tsx,139
"  Press 'i' for INSERT mode and 'Esc' for NORMAL mode.",./packages/cli/src/ui/components/Composer.tsx,174
"Always Allow",./packages/core/src/policy/config.ts,150
"serverName__toolName",./packages/core/src/policy/config.ts,207
"always allow",./packages/core/src/policy/config.ts,249
"serverName__*",./packages/core/src/policy/policy-engine.ts,27
"serverName__anyTool",./packages/core/src/policy/policy-engine.ts,27
"malicious-server",./packages/core/src/policy/policy-engine.ts,32
"trusted-server",./packages/core/src/policy/policy-engine.ts,32
"trusted-server__malicious",./packages/core/src/policy/policy-engine.ts,32
"1h 5s",./packages/cli/src/ui/utils/formatters.ts,19
"column",./packages/cli/src/ui/utils/textUtils.ts,28
"copy-on-write",./packages/cli/src/ui/utils/textUtils.ts,161
"safe",./packages/cli/src/ui/utils/markdownUtilities.ts,12
"safer",./packages/cli/src/ui/utils/markdownUtilities.ts,33
"${terminal}",./packages/cli/src/ui/utils/terminalSetup.ts,350
"${tempFilePath}",./packages/cli/src/ui/utils/clipboardUtils.ts,71
"success",./packages/cli/src/ui/utils/clipboardUtils.ts,74
"${tempFilePath}",./packages/cli/src/ui/utils/clipboardUtils.ts,77
"error",./packages/cli/src/ui/utils/clipboardUtils.ts,79
"${portStr}",./packages/core/src/mcp/oauth-provider.ts,363
"${serverName}",./packages/core/src/mcp/oauth-provider.ts,726
"${hostname}",./packages/core/src/mcp/google-auth-provider.ts,48
" or ",./packages/cli/src/ui/utils/InlineMarkdownRenderer.tsx,14
"<u>",./packages/cli/src/ui/utils/InlineMarkdownRenderer.tsx,17
"</u>",./packages/cli/src/ui/utils/InlineMarkdownRenderer.tsx,18
"${intent}",./packages/core/src/fallback/handler.ts,52
"column",./packages/cli/src/ui/utils/MarkdownDisplay.tsx,56
"wrap",./packages/cli/src/ui/utils/MarkdownDisplay.tsx,145
"wrap",./packages/cli/src/ui/utils/MarkdownDisplay.tsx,184
"ul",./packages/cli/src/ui/utils/MarkdownDisplay.tsx,249
"ol",./packages/cli/src/ui/utils/MarkdownDisplay.tsx,262
"wrap",./packages/cli/src/ui/utils/MarkdownDisplay.tsx,278
"line-eof",./packages/cli/src/ui/utils/MarkdownDisplay.tsx,290
"generating more",./packages/cli/src/ui/utils/MarkdownDisplay.tsx,336
"column",./packages/cli/src/ui/utils/MarkdownDisplay.tsx,371
"column",./packages/cli/src/ui/utils/MarkdownDisplay.tsx,391
"row",./packages/cli/src/ui/utils/MarkdownDisplay.tsx,423
"wrap",./packages/cli/src/ui/utils/MarkdownDisplay.tsx,429
"flex-start",./packages/cli/src/ui/utils/CodeColorizer.tsx,196
"flex-end",./packages/cli/src/ui/utils/CodeColorizer.tsx,197
"wrap",./packages/cli/src/ui/utils/CodeColorizer.tsx,204
"top",./packages/cli/src/ui/utils/CodeColorizer.tsx,217
"column",./packages/cli/src/ui/utils/CodeColorizer.tsx,225
"${language}",./packages/cli/src/ui/utils/CodeColorizer.tsx,231
"flex-start",./packages/cli/src/ui/utils/CodeColorizer.tsx,251
"flex-end",./packages/cli/src/ui/utils/CodeColorizer.tsx,252
"top",./packages/cli/src/ui/utils/CodeColorizer.tsx,266
"column",./packages/cli/src/ui/utils/CodeColorizer.tsx,274
"ESC",./packages/cli/src/ui/utils/mouse.ts,229
"ESC [",./packages/cli/src/ui/utils/mouse.ts,229
"column",./packages/cli/src/ui/utils/TableRenderer.tsx,140
"best",./packages/cli/src/ui/utils/updateCheck.ts,33
"column",./packages/cli/src/ui/layouts/ScreenReaderAppLayout.tsx,25
"hidden",./packages/cli/src/ui/layouts/ScreenReaderAppLayout.tsx,32
"column",./packages/cli/src/ui/layouts/DefaultAppLayout.tsx,32
"hidden",./packages/cli/src/ui/layouts/DefaultAppLayout.tsx,37
"column",./packages/cli/src/ui/layouts/DefaultAppLayout.tsx,43
"${extension.name}",./packages/cli/src/ui/hooks/useExtensionUpdates.ts,176
"/extensions list",./packages/cli/src/ui/hooks/useExtensionUpdates.ts,197
"C:\",./packages/core/src/utils/paths.ts,98
"Worker",./packages/cli/src/ui/hooks/useAtCompletion.ts,154
"${oldPath}",./packages/core/src/utils/editor.ts,152
"${newPath}",./packages/core/src/utils/editor.ts,152
"--wait",./packages/core/src/utils/editor.ts,162
"Proceed",./packages/cli/src/ui/hooks/slashCommandProcessor.ts,354
"${child.raw}",./packages/core/src/utils/memoryImportProcessor.ts,171
"{textToSummarize}",./packages/core/src/utils/summarizer.ts,52
"34.074824224s",./packages/core/src/utils/googleQuotaErrors.ts,46
"60s",./packages/core/src/utils/googleQuotaErrors.ts,46
"900ms",./packages/core/src/utils/googleQuotaErrors.ts,46
"Please retry in X[s|ms]",./packages/core/src/utils/googleQuotaErrors.ts,71
"Request cancelled",./packages/cli/src/ui/hooks/useGeminiStream.ts,292
"statically",./packages/cli/src/ui/hooks/useGeminiStream.ts,516
"The original search failed due to incorrect indentation; the new search corrects the indentation to match the source file.",./packages/core/src/utils/llm-edit-fixer.ts,34
"ReadFileTool",./packages/core/src/utils/tool-utils.ts,18
"ShellTool(git status)",./packages/core/src/utils/tool-utils.ts,19
"${trimmedText}",./packages/cli/src/ui/hooks/usePromptCompletion.ts,103
"${trimmedText}",./packages/cli/src/ui/hooks/usePromptCompletion.ts,103
"Next, I will...",./packages/core/src/utils/nextSpeakerChecker.ts,15
"Now I'll process...",./packages/core/src/utils/nextSpeakerChecker.ts,15
"Moving on to analyze...",./packages/core/src/utils/nextSpeakerChecker.ts,15
"Brief explanation justifying the 'next_speaker' choice based *strictly* on the applicable rule and the content/structure of the preceding turn.",./packages/core/src/utils/nextSpeakerChecker.ts,25
"51820.638305887s",./packages/core/src/utils/googleErrors.ts,25
"file.txt. Next sentence",./packages/cli/src/ui/hooks/atCommandProcessor.ts,94
"@file.txt",./packages/cli/src/ui/hooks/atCommandProcessor.ts,169
"${resolvedPath}",./packages/core/src/utils/getFolderStructure.ts,316
"${resolvedPath}",./packages/core/src/utils/getFolderStructure.ts,346
"not yet checked",./packages/core/src/utils/systemEncoding.ts,13
"checked but failed",./packages/core/src/utils/systemEncoding.ts,13
"${output.trim()}",./packages/core/src/utils/systemEncoding.ts,67
"en_US.UTF-8",./packages/core/src/utils/systemEncoding.ts,97
"UTF-8",./packages/core/src/utils/systemEncoding.ts,102
"${editorType}",./packages/cli/src/ui/hooks/useEditorSettings.ts,61
"${themeName}",./packages/cli/src/ui/hooks/useThemeCommand.ts,52
"${themeName}",./packages/cli/src/ui/hooks/useThemeCommand.ts,85
"${pwdFilePath}",./packages/cli/src/ui/hooks/shellCommandProcessor.ts,106
"build",./packages/core/src/utils/filesearch/ignore.ts,81
"my.assets",./packages/core/src/utils/filesearch/ignore.ts,86
"my.assets/",./packages/core/src/utils/filesearch/ignore.ts,94
"foo",./packages/core/src/utils/filesearch/result-cache.ts,40
"foobar",./packages/core/src/utils/filesearch/result-cache.ts,40
"foo",./packages/core/src/utils/filesearch/result-cache.ts,42
"success",./packages/core/src/utils/shell-utils.ts,129
"success",./packages/core/src/utils/shell-utils.ts,136
"' && last === '",./packages/core/src/utils/shell-utils.ts,193
" && last === ",./packages/core/src/utils/shell-utils.ts,193
"${arg.replace(/",./packages/core/src/utils/shell-utils.ts,477
"ls -la /tmp",./packages/core/src/utils/shell-utils.ts,505
"ls",./packages/core/src/utils/shell-utils.ts,505
"git status && npm test",./packages/core/src/utils/shell-utils.ts,506
"git",./packages/core/src/utils/shell-utils.ts,506
"') && newCommand.endsWith('",./packages/core/src/utils/shell-utils.ts,537
") && newCommand.endsWith(",./packages/core/src/utils/shell-utils.ts,538
"Default Deny",./packages/core/src/utils/shell-utils.ts,561
"Default Allow",./packages/core/src/utils/shell-utils.ts,567
"Default Deny",./packages/core/src/utils/shell-utils.ts,576
"DEFAULT DENY",./packages/core/src/utils/shell-utils.ts,652
"DEFAULT ALLOW",./packages/core/src/utils/shell-utils.ts,690
"default allow",./packages/core/src/utils/shell-utils.ts,731
"default allow",./packages/core/src/utils/shell-utils.ts,773
"subject",./packages/core/src/utils/thoughtUtils.ts,18
"${name}",./packages/cli/src/ui/themes/theme-manager.ts,79
"${name}",./packages/cli/src/ui/themes/theme-manager.ts,92
"${name}",./packages/cli/src/ui/themes/theme-manager.ts,95
"${themePath}",./packages/cli/src/ui/themes/theme-manager.ts,251
"${themePath}",./packages/cli/src/ui/themes/theme-manager.ts,264
"${themePath}",./packages/cli/src/ui/themes/theme-manager.ts,270
"${themePath}",./packages/cli/src/ui/themes/theme-manager.ts,291
"blunt hammer",./packages/core/src/utils/editCorrector.ts,137
"\\\\\\nconst greeting = \`Hello \\\\\`\${name}\\\\\`\`;",./packages/core/src/utils/editCorrector.ts,405
"\nconst greeting = \`Hello ${'\\`'}\${name}${'\\`'}\`;",./packages/core/src/utils/editCorrector.ts,405
"\nconst greeting = \`Hello ${'\\`'}\${name}${'\\`'}\`;",./packages/core/src/utils/editCorrector.ts,405
"\\\\\\nconst greeting = \`Hello \\\\\`\${name}\\\\\`\`;",./packages/core/src/utils/editCorrector.ts,494
"\nconst greeting = \`Hello ${'\\`'}\${name}${'\\`'}\`;",./packages/core/src/utils/editCorrector.ts,494
"\\\\\\nconst greeting = \`Hello \\\\\`\${name} \${lastName}\\\\\`\`;",./packages/core/src/utils/editCorrector.ts,494
"\nconst greeting = \`Hello ${'\\`'}\${name} \${lastName}${'\\`'}\`;",./packages/core/src/utils/editCorrector.ts,494
"Hello\\",./packages/core/src/utils/editCorrector.ts,550
"Hello",./packages/core/src/utils/editCorrector.ts,550
"\n",./packages/core/src/utils/editCorrector.ts,562
"\t",./packages/core/src/utils/editCorrector.ts,562
"foo",./packages/core/src/utils/editCorrector.ts,564
"bar\\nbaz",./packages/core/src/utils/editCorrector.ts,564
"bar\nbaz",./packages/core/src/utils/editCorrector.ts,564
"Hello World\\",./packages/core/src/utils/editCorrector.ts,565
"Hello World",./packages/core/src/utils/editCorrector.ts,565
"Hello\\",./packages/core/src/utils/editCorrector.ts,622
"Hello",./packages/core/src/utils/editCorrector.ts,622
"\n",./packages/core/src/utils/editCorrector.ts,629
"\t",./packages/core/src/utils/editCorrector.ts,629
"bar\\nbaz",./packages/core/src/utils/editCorrector.ts,631
"bar\nbaz",./packages/core/src/utils/editCorrector.ts,631
"Hello World\\",./packages/core/src/utils/editCorrector.ts,632
"Hello World",./packages/core/src/utils/editCorrector.ts,632
"\\n",./packages/core/src/utils/editCorrector.ts,707
"\\\n",./packages/core/src/utils/editCorrector.ts,710
", match is ",./packages/core/src/utils/editCorrector.ts,716
"'; // Correctly escaped: ",./packages/core/src/utils/editCorrector.ts,729
"\\\n",./packages/core/src/utils/editCorrector.ts,735
"${colorValue}",./packages/cli/src/ui/themes/color-utils.ts,231
"how",./packages/core/src/routing/strategies/classifierStrategy.ts,41
"why.",./packages/core/src/routing/strategies/classifierStrategy.ts,41
"type",./packages/core/src/routing/strategies/classifierStrategy.ts,49
"object",./packages/core/src/routing/strategies/classifierStrategy.ts,49
"properties",./packages/core/src/routing/strategies/classifierStrategy.ts,50
"reasoning",./packages/core/src/routing/strategies/classifierStrategy.ts,51
"type",./packages/core/src/routing/strategies/classifierStrategy.ts,52
"string",./packages/core/src/routing/strategies/classifierStrategy.ts,52
"description",./packages/core/src/routing/strategies/classifierStrategy.ts,53
"A brief, step-by-step explanation for the model choice, referencing the rubric.",./packages/core/src/routing/strategies/classifierStrategy.ts,53
"model_choice",./packages/core/src/routing/strategies/classifierStrategy.ts,55
"type",./packages/core/src/routing/strategies/classifierStrategy.ts,56
"string",./packages/core/src/routing/strategies/classifierStrategy.ts,56
"enum",./packages/core/src/routing/strategies/classifierStrategy.ts,57
"${FLASH_MODEL}",./packages/core/src/routing/strategies/classifierStrategy.ts,57
"${PRO_MODEL}",./packages/core/src/routing/strategies/classifierStrategy.ts,57
"required",./packages/core/src/routing/strategies/classifierStrategy.ts,60
"reasoning",./packages/core/src/routing/strategies/classifierStrategy.ts,60
"model_choice",./packages/core/src/routing/strategies/classifierStrategy.ts,60
"How should I architect the data pipeline for this new analytics service?",./packages/core/src/routing/strategies/classifierStrategy.ts,64
"reasoning",./packages/core/src/routing/strategies/classifierStrategy.ts,67
"The user is asking for high-level architectural design and strategy. This falls under 'Strategic Planning & Conceptual Design'.",./packages/core/src/routing/strategies/classifierStrategy.ts,67
"model_choice",./packages/core/src/routing/strategies/classifierStrategy.ts,68
"${PRO_MODEL}",./packages/core/src/routing/strategies/classifierStrategy.ts,68
"list the files in the current directory",./packages/core/src/routing/strategies/classifierStrategy.ts,71
"reasoning",./packages/core/src/routing/strategies/classifierStrategy.ts,74
"This is a direct command requiring a single tool call (ls). It has Low Operational Complexity (1 step).",./packages/core/src/routing/strategies/classifierStrategy.ts,74
"model_choice",./packages/core/src/routing/strategies/classifierStrategy.ts,75
"${FLASH_MODEL}",./packages/core/src/routing/strategies/classifierStrategy.ts,75
"I need to add a new 'email' field to the User schema in 'src/models/user.ts', migrate the database, and update the registration endpoint.",./packages/core/src/routing/strategies/classifierStrategy.ts,78
"reasoning",./packages/core/src/routing/strategies/classifierStrategy.ts,81
"This request involves multiple coordinated steps across different files and systems. This meets the criteria for High Operational Complexity (4+ steps).",./packages/core/src/routing/strategies/classifierStrategy.ts,81
"model_choice",./packages/core/src/routing/strategies/classifierStrategy.ts,82
"${PRO_MODEL}",./packages/core/src/routing/strategies/classifierStrategy.ts,82
"Read the contents of 'package.json'.",./packages/core/src/routing/strategies/classifierStrategy.ts,85
"reasoning",./packages/core/src/routing/strategies/classifierStrategy.ts,88
"This is a direct command requiring a single read. It has Low Operational Complexity (1 step).",./packages/core/src/routing/strategies/classifierStrategy.ts,88
"model_choice",./packages/core/src/routing/strategies/classifierStrategy.ts,89
"${FLASH_MODEL}",./packages/core/src/routing/strategies/classifierStrategy.ts,89
"I'm getting an error 'Cannot read property 'map' of undefined' when I click the save button. Can you fix it?",./packages/core/src/routing/strategies/classifierStrategy.ts,93
"reasoning",./packages/core/src/routing/strategies/classifierStrategy.ts,96
"The user is reporting an error symptom without a known cause. This requires investigation and falls under 'Deep Debugging'.",./packages/core/src/routing/strategies/classifierStrategy.ts,96
"model_choice",./packages/core/src/routing/strategies/classifierStrategy.ts,97
"${PRO_MODEL}",./packages/core/src/routing/strategies/classifierStrategy.ts,97
"What is the best way to rename the variable 'data' to 'userData' in 'src/utils.js'?",./packages/core/src/routing/strategies/classifierStrategy.ts,100
"reasoning",./packages/core/src/routing/strategies/classifierStrategy.ts,103
"Although the user uses strategic language ('best way'), the underlying task is a localized edit. The operational complexity is low (1-2 steps).",./packages/core/src/routing/strategies/classifierStrategy.ts,103
"model_choice",./packages/core/src/routing/strategies/classifierStrategy.ts,104
"${FLASH_MODEL}",./packages/core/src/routing/strategies/classifierStrategy.ts,104
"${powershellCommand}",./packages/core/src/ide/process-utils.ts,40
"${hookName}",./packages/core/src/hooks/hookRegistry.ts,115
"${hookName}",./packages/core/src/hooks/hookRegistry.ts,118
"${eventName}",./packages/core/src/hooks/hookRegistry.ts,168
"${source}",./packages/core/src/hooks/hookRegistry.ts,168
"SURFACE_NOT_SET",./packages/core/src/telemetry/clearcut-logger/clearcut-logger.ts,133
"Don't like these tips? You can hide them (/settings)...",./packages/cli/src/ui/constants/tips.ts,18
"If you're using an IDE, see the context with Ctrl+G...",./packages/cli/src/ui/constants/tips.ts,120
"Change the CLI's color theme with /theme...",./packages/cli/src/ui/constants/tips.ts,157
"I'm Feeling Lucky",./packages/cli/src/ui/constants/wittyPhrases.ts,8
"Don't rush perfection (or my code)...",./packages/cli/src/ui/constants/wittyPhrases.ts,18
"Just a sec, I'm debugging reality...",./packages/cli/src/ui/constants/wittyPhrases.ts,30
"Swapping bits... don't tell the bytes...",./packages/cli/src/ui/constants/wittyPhrases.ts,40
"Greasin' the cogs of the machine...",./packages/cli/src/ui/constants/wittyPhrases.ts,47
"Just a moment, I'm in the zone...",./packages/cli/src/ui/constants/wittyPhrases.ts,55
"Just a tick, I'm polishing my wit...",./packages/cli/src/ui/constants/wittyPhrases.ts,57
"Hold tight, I'm crafting a masterpiece...",./packages/cli/src/ui/constants/wittyPhrases.ts,58
"Just a jiffy, I'm debugging the universe...",./packages/cli/src/ui/constants/wittyPhrases.ts,59
"Just a moment, I'm aligning the pixels...",./packages/cli/src/ui/constants/wittyPhrases.ts,60
"Just a sec, I'm optimizing the humor...",./packages/cli/src/ui/constants/wittyPhrases.ts,61
"Just a moment, I'm tuning the algorithms...",./packages/cli/src/ui/constants/wittyPhrases.ts,62
"Don't panic...",./packages/cli/src/ui/constants/wittyPhrases.ts,65
"The cake is not a lie, it's just still loading...",./packages/cli/src/ui/constants/wittyPhrases.ts,72
"Just a moment, I'm finding the right meme...",./packages/cli/src/ui/constants/wittyPhrases.ts,74
"Pressing 'A' to continue...",./packages/cli/src/ui/constants/wittyPhrases.ts,75
"I'm going the distance, I'm going for speed...",./packages/cli/src/ui/constants/wittyPhrases.ts,87
"I've got a good feeling about this...",./packages/cli/src/ui/constants/wittyPhrases.ts,89
"Why don't programmers like nature? It has too many bugs...",./packages/cli/src/ui/constants/wittyPhrases.ts,96
"What can you do with a broken pencil? Nothing, it's pointless...",./packages/cli/src/ui/constants/wittyPhrases.ts,99
"That's not a bug, it's an undocumented feature...",./packages/cli/src/ui/constants/wittyPhrases.ts,106
"I'll be back... with an answer.",./packages/cli/src/ui/constants/wittyPhrases.ts,108
"I've seen things you people wouldn't believe... like a user who reads loading messages.",./packages/cli/src/ui/constants/wittyPhrases.ts,114
"What's a computer's favorite snack? Microchips.",./packages/cli/src/ui/constants/wittyPhrases.ts,116
"Why do Java developers wear glasses? Because they don't C#.",./packages/cli/src/ui/constants/wittyPhrases.ts,117
"Pretty sure there's a cat walking on the keyboard somewhere...",./packages/cli/src/ui/constants/wittyPhrases.ts,130
"It's not a bug, it's a feature... of this loading screen.",./packages/cli/src/ui/constants/wittyPhrases.ts,132
"oneof",./packages/core/src/code_assist/converter.ts,222
"${portStr}",./packages/core/src/code_assist/oauth2.ts,453
"Here is the user's editor context as a JSON object. This is for your information only.",./packages/core/src/core/client.ts,280
"Here is a summary of changes in the user's editor context, in JSON format. This is for your information only.",./packages/core/src/core/client.ts,390
"${texts[index]}",./packages/core/src/core/baseLlmClient.ts,177
"${prompt.name}",./packages/core/src/prompts/prompt-registry.ts,21
"${newName}",./packages/core/src/prompts/prompt-registry.ts,21
"${token}",./packages/core/src/tools/web-fetch.ts,61
"${token}",./packages/core/src/tools/web-fetch.ts,66
"${this.params.prompt}",./packages/core/src/tools/web-fetch.ts,163
"${displayPrompt}",./packages/core/src/tools/web-fetch.ts,200
"${userPrompt}:\n\n",./packages/core/src/tools/web-fetch.ts,354
"Processes content from URL(s), including local and private network addresses (e.g., localhost), embedded in a prompt. Include up to 20 URLs and instructions (e.g., summarize, extract specific data) directly in the 'prompt' parameter.",./packages/core/src/tools/web-fetch.ts,395
"Summarize https://example.com/article and extract key points from https://another.com/data",./packages/core/src/tools/web-fetch.ts,401
"http://",./packages/core/src/tools/web-fetch.ts,401
"https://",./packages/core/src/tools/web-fetch.ts,401
"example.com",./packages/core/src/tools/web-fetch.ts,401
"https://example.com",./packages/core/src/tools/web-fetch.ts,401
"example.com",./packages/core/src/tools/web-fetch.ts,401
"The 'prompt' parameter cannot be empty and must contain URL(s) and instructions.",./packages/core/src/tools/web-fetch.ts,418
"The 'prompt' must contain at least one valid URL (starting with http:// or https://).",./packages/core/src/tools/web-fetch.ts,428
" Did you mean 'tool'?",./packages/core/src/core/coreToolScheduler.ts,639
" Did you mean one of: 'tool1', 'tool2'?",./packages/core/src/core/coreToolScheduler.ts,639
"${match.name}",./packages/core/src/core/coreToolScheduler.ts,658
"${reqInfo.name}",./packages/core/src/core/coreToolScheduler.ts,763
"active",./packages/core/src/core/coreToolScheduler.ts,833
"The 'file_path' parameter must be non-empty.",./packages/core/src/tools/edit.ts,549
"${relativePath}",./packages/core/src/tools/ripGrep.ts,105
"*.js",./packages/core/src/tools/ripGrep.ts,142
"*.{ts,tsx}",./packages/core/src/tools/ripGrep.ts,142
"${searchDirDisplay}",./packages/core/src/tools/ripGrep.ts,231
"${this.params.pattern}",./packages/core/src/tools/ripGrep.ts,233
"${this.params.include}",./packages/core/src/tools/ripGrep.ts,233
"${this.params.pattern}",./packages/core/src/tools/ripGrep.ts,255
"${this.params.include}",./packages/core/src/tools/ripGrep.ts,255
"grep ...",./packages/core/src/tools/ripGrep.ts,490
"The pattern to search for. By default, treated as a Rust-flavored regular expression. Use '\\b' for precise symbol matching (e.g., '\\bMatchMe\\b').",./packages/core/src/tools/ripGrep.ts,496
"Directory or file to search. Directories are searched recursively. Relative paths are resolved against current working directory. Defaults to current working directory ('.') if omitted.",./packages/core/src/tools/ripGrep.ts,501
