text,file,line
"usageStatisticsEnabled",./docs/get-started/configuration.md,1102
"How would you like to authenticate for this project?",./docs/get-started/index.md,38
"apiKey",./docs/cli/configuration.md,48
"$MY_API_TOKEN",./docs/cli/configuration.md,48
"contextFileName",./docs/cli/configuration.md,65
"AGENTS.md",./docs/cli/configuration.md,65
"urlTemplate",./docs/cli/configuration.md,70
"https://github.com/google-gemini/gemini-cli/issues/new?template=bug_report.yml&title={title}&info={info}",./docs/cli/configuration.md,70
"bugCommand",./docs/cli/configuration.md,76
"urlTemplate",./docs/cli/configuration.md,77
"https://bug.example.com/new?title={title}&info={info}",./docs/cli/configuration.md,77
"respectGitIgnore",./docs/cli/configuration.md,84
"enableRecursiveFileSearch",./docs/cli/configuration.md,84
"fileFiltering",./docs/cli/configuration.md,95
"respectGitIgnore",./docs/cli/configuration.md,96
"enableRecursiveFileSearch",./docs/cli/configuration.md,97
"coreTools",./docs/cli/configuration.md,107
"ShellTool(ls -l)",./docs/cli/configuration.md,107
"coreTools",./docs/cli/configuration.md,110
"ReadFileTool",./docs/cli/configuration.md,110
"GlobTool",./docs/cli/configuration.md,110
"ShellTool(ls)",./docs/cli/configuration.md,110
"excludeTools",./docs/cli/configuration.md,117
"ShellTool(rm -rf)",./docs/cli/configuration.md,117
"excludeTools",./docs/cli/configuration.md,119
"run_shell_command",./docs/cli/configuration.md,119
"findFiles",./docs/cli/configuration.md,119
"allowMCPServers",./docs/cli/configuration.md,132
"myPythonServer",./docs/cli/configuration.md,132
"excludeMCPServers",./docs/cli/configuration.md,146
"myNodeServer",./docs/cli/configuration.md,146
"autoAccept",./docs/cli/configuration.md,160
"Default",./docs/cli/configuration.md,164
"theme",./docs/cli/configuration.md,165
"GitHub",./docs/cli/configuration.md,165
"vimMode",./docs/cli/configuration.md,173
"sandbox",./docs/cli/configuration.md,181
"docker",./docs/cli/configuration.md,181
"toolDiscoveryCommand",./docs/cli/configuration.md,189
"bin/get_tools",./docs/cli/configuration.md,189
"toolCallCommand",./docs/cli/configuration.md,203
"bin/call_tool",./docs/cli/configuration.md,203
"mcpServers",./docs/cli/configuration.md,239
"myPythonServer",./docs/cli/configuration.md,240
"command",./docs/cli/configuration.md,241
"python",./docs/cli/configuration.md,241
"args",./docs/cli/configuration.md,242
"mcp_server.py",./docs/cli/configuration.md,242
"--port",./docs/cli/configuration.md,242
"cwd",./docs/cli/configuration.md,243
"./mcp_tools/python",./docs/cli/configuration.md,243
"timeout",./docs/cli/configuration.md,244
"includeTools",./docs/cli/configuration.md,245
"safe_tool",./docs/cli/configuration.md,245
"file_reader",./docs/cli/configuration.md,245
"myNodeServer",./docs/cli/configuration.md,247
"command",./docs/cli/configuration.md,248
"node",./docs/cli/configuration.md,248
"args",./docs/cli/configuration.md,249
"mcp_server.js",./docs/cli/configuration.md,249
"cwd",./docs/cli/configuration.md,250
"./mcp_tools/node",./docs/cli/configuration.md,250
"excludeTools",./docs/cli/configuration.md,251
"dangerous_tool",./docs/cli/configuration.md,251
"file_deleter",./docs/cli/configuration.md,251
"myDockerServer",./docs/cli/configuration.md,253
"command",./docs/cli/configuration.md,254
"docker",./docs/cli/configuration.md,254
"args",./docs/cli/configuration.md,255
"run",./docs/cli/configuration.md,255
"-i",./docs/cli/configuration.md,255
"--rm",./docs/cli/configuration.md,255
"-e",./docs/cli/configuration.md,255
"API_KEY",./docs/cli/configuration.md,255
"ghcr.io/foo/bar",./docs/cli/configuration.md,255
"env",./docs/cli/configuration.md,256
"API_KEY",./docs/cli/configuration.md,257
"$MY_API_TOKEN",./docs/cli/configuration.md,257
"enabled",./docs/cli/configuration.md,267
"preferredEditor",./docs/cli/configuration.md,274
"vscode",./docs/cli/configuration.md,274
"enabled",./docs/cli/configuration.md,280
"target",./docs/cli/configuration.md,280
"local",./docs/cli/configuration.md,280
"otlpEndpoint",./docs/cli/configuration.md,280
"http://localhost:4317",./docs/cli/configuration.md,280
"logPrompts",./docs/cli/configuration.md,280
"telemetry",./docs/cli/configuration.md,290
"enabled",./docs/cli/configuration.md,291
"target",./docs/cli/configuration.md,292
"local",./docs/cli/configuration.md,292
"otlpEndpoint",./docs/cli/configuration.md,293
"http://localhost:16686",./docs/cli/configuration.md,293
"logPrompts",./docs/cli/configuration.md,294
"usageStatisticsEnabled",./docs/cli/configuration.md,303
"hideTips",./docs/cli/configuration.md,312
"hideBanner",./docs/cli/configuration.md,322
"maxSessionTurns",./docs/cli/configuration.md,332
"summarizeToolOutput",./docs/cli/configuration.md,343
"run_shell_command",./docs/cli/configuration.md,344
"tokenBudget",./docs/cli/configuration.md,345
"DEBUG",./docs/cli/configuration.md,355
"DEBUG_MODE",./docs/cli/configuration.md,355
"excludedProjectEnvVars",./docs/cli/configuration.md,358
"DEBUG",./docs/cli/configuration.md,358
"DEBUG_MODE",./docs/cli/configuration.md,358
"NODE_ENV",./docs/cli/configuration.md,358
"includeDirectories",./docs/cli/configuration.md,370
"/path/to/another/project",./docs/cli/configuration.md,371
"../shared-library",./docs/cli/configuration.md,372
"~/common-utils",./docs/cli/configuration.md,373
"loadMemoryFromIncludeDirectories",./docs/cli/configuration.md,385
"theme",./docs/cli/configuration.md,392
"GitHub",./docs/cli/configuration.md,392
"sandbox",./docs/cli/configuration.md,393
"docker",./docs/cli/configuration.md,393
"toolDiscoveryCommand",./docs/cli/configuration.md,394
"bin/get_tools",./docs/cli/configuration.md,394
"toolCallCommand",./docs/cli/configuration.md,395
"bin/call_tool",./docs/cli/configuration.md,395
"mcpServers",./docs/cli/configuration.md,396
"mainServer",./docs/cli/configuration.md,397
"command",./docs/cli/configuration.md,398
"bin/mcp_server.py",./docs/cli/configuration.md,398
"anotherServer",./docs/cli/configuration.md,400
"command",./docs/cli/configuration.md,401
"node",./docs/cli/configuration.md,401
"args",./docs/cli/configuration.md,402
"mcp_server.js",./docs/cli/configuration.md,402
"--verbose",./docs/cli/configuration.md,402
"telemetry",./docs/cli/configuration.md,405
"enabled",./docs/cli/configuration.md,406
"target",./docs/cli/configuration.md,407
"local",./docs/cli/configuration.md,407
"otlpEndpoint",./docs/cli/configuration.md,408
"http://localhost:4317",./docs/cli/configuration.md,408
"logPrompts",./docs/cli/configuration.md,409
"usageStatisticsEnabled",./docs/cli/configuration.md,411
"hideTips",./docs/cli/configuration.md,412
"hideBanner",./docs/cli/configuration.md,413
"maxSessionTurns",./docs/cli/configuration.md,414
"summarizeToolOutput",./docs/cli/configuration.md,415
"run_shell_command",./docs/cli/configuration.md,416
"tokenBudget",./docs/cli/configuration.md,417
"excludedProjectEnvVars",./docs/cli/configuration.md,420
"DEBUG",./docs/cli/configuration.md,420
"DEBUG_MODE",./docs/cli/configuration.md,420
"NODE_ENV",./docs/cli/configuration.md,420
"includeDirectories",./docs/cli/configuration.md,421
"path/to/dir1",./docs/cli/configuration.md,421
"~/path/to/dir2",./docs/cli/configuration.md,421
"../path/to/dir3",./docs/cli/configuration.md,421
"loadMemoryFromIncludeDirectories",./docs/cli/configuration.md,422
"gemini-2.5-flash",./docs/cli/configuration.md,466
"YOUR_GOOGLE_API_KEY",./docs/cli/configuration.md,471
"YOUR_PROJECT_ID",./docs/cli/configuration.md,482
"/path/to/your/credentials.json",./docs/cli/configuration.md,486
"YOUR_PROJECT_ID",./docs/cli/configuration.md,489
"YOUR_PROJECT_LOCATION",./docs/cli/configuration.md,493
"explain this code",./docs/cli/configuration.md,550
"memory",./docs/cli/configuration.md,602
"usageStatisticsEnabled",./docs/cli/configuration.md,766
"your prompt here",./docs/get-started/installation.md,56
"What is fine tuning?",./docs/cli/index.md,48
"What is fine tuning?",./docs/cli/index.md,54
"context",./docs/cli/gemini-md.md,104
"fileName",./docs/cli/gemini-md.md,105
"AGENTS.md",./docs/cli/gemini-md.md,105
"CONTEXT.md",./docs/cli/gemini-md.md,105
"GEMINI.md",./docs/cli/gemini-md.md,105
"theme",./docs/cli/themes.md,5
"theme",./docs/cli/themes.md,36
"ui",./docs/cli/themes.md,61
"customThemes",./docs/cli/themes.md,62
"MyCustomTheme",./docs/cli/themes.md,63
"name",./docs/cli/themes.md,64
"MyCustomTheme",./docs/cli/themes.md,64
"type",./docs/cli/themes.md,65
"custom",./docs/cli/themes.md,65
"Background",./docs/cli/themes.md,66
"custom",./docs/cli/themes.md,99
"ui",./docs/cli/themes.md,132
"theme",./docs/cli/themes.md,133
"/path/to/your/theme.json",./docs/cli/themes.md,133
"name",./docs/cli/themes.md,145
"My File Theme",./docs/cli/themes.md,145
"type",./docs/cli/themes.md,146
"custom",./docs/cli/themes.md,146
"Background",./docs/cli/themes.md,147
"#282A36",./docs/cli/themes.md,147
"Foreground",./docs/cli/themes.md,148
"#F8F8F2",./docs/cli/themes.md,148
"LightBlue",./docs/cli/themes.md,149
"#82AAFF",./docs/cli/themes.md,149
"AccentBlue",./docs/cli/themes.md,150
"#61AFEF",./docs/cli/themes.md,150
"AccentPurple",./docs/cli/themes.md,151
"#BD93F9",./docs/cli/themes.md,151
"AccentCyan",./docs/cli/themes.md,152
"#8BE9FD",./docs/cli/themes.md,152
"AccentGreen",./docs/cli/themes.md,153
"#50FA7B",./docs/cli/themes.md,153
"AccentYellow",./docs/cli/themes.md,154
"#F1FA8C",./docs/cli/themes.md,154
"AccentRed",./docs/cli/themes.md,155
"#FF5555",./docs/cli/themes.md,155
"Comment",./docs/cli/themes.md,156
"#6272A4",./docs/cli/themes.md,156
"Gray",./docs/cli/themes.md,157
"#ABB2BF",./docs/cli/themes.md,157
"DiffAdded",./docs/cli/themes.md,158
"#A6E3A1",./docs/cli/themes.md,158
"DiffRemoved",./docs/cli/themes.md,159
"#F38BA8",./docs/cli/themes.md,159
"DiffModified",./docs/cli/themes.md,160
"#89B4FA",./docs/cli/themes.md,160
"GradientColors",./docs/cli/themes.md,161
"#4796E4",./docs/cli/themes.md,161
"#847ACE",./docs/cli/themes.md,161
"#C3677F",./docs/cli/themes.md,161
"../assets/theme-custom.png",./docs/cli/themes.md,173
"Custom theme example",./docs/cli/themes.md,173
"theme",./docs/cli/themes.md,179
"MyCustomTheme",./docs/cli/themes.md,179
"/assets/theme-ansi.png",./docs/cli/themes.md,191
"ANSI theme",./docs/cli/themes.md,191
"/assets/theme-atom-one.png",./docs/cli/themes.md,195
"Atom One theme",./docs/cli/themes.md,195
"/assets/theme-ayu.png",./docs/cli/themes.md,199
"Ayu theme",./docs/cli/themes.md,199
"/assets/theme-default.png",./docs/cli/themes.md,203
"Default theme",./docs/cli/themes.md,203
"/assets/theme-dracula.png",./docs/cli/themes.md,207
"Dracula theme",./docs/cli/themes.md,207
"/assets/theme-github.png",./docs/cli/themes.md,211
"GitHub theme",./docs/cli/themes.md,211
"/assets/theme-ansi-light.png",./docs/cli/themes.md,217
"ANSI Light theme",./docs/cli/themes.md,217
"/assets/theme-ayu-light.png",./docs/cli/themes.md,221
"Ayu Light theme",./docs/cli/themes.md,221
"/assets/theme-default-light.png",./docs/cli/themes.md,225
"Default Light theme",./docs/cli/themes.md,225
"/assets/theme-github-light.png",./docs/cli/themes.md,229
"GitHub Light theme",./docs/cli/themes.md,229
"/assets/theme-google-light.png",./docs/cli/themes.md,233
"Google Code theme",./docs/cli/themes.md,233
"/assets/theme-xcode-light.png",./docs/cli/themes.md,237
"Xcode Light theme",./docs/cli/themes.md,237
"smarter,",./docs/cli/model.md,38
"apiKey",./docs/get-started/configuration-v1.md,74
"$MY_API_TOKEN",./docs/get-started/configuration-v1.md,74
"contextFileName",./docs/get-started/configuration-v1.md,95
"AGENTS.md",./docs/get-started/configuration-v1.md,95
"urlTemplate",./docs/get-started/configuration-v1.md,100
"https://github.com/google-gemini/gemini-cli/issues/new?template=bug_report.yml&title={title}&info={info}",./docs/get-started/configuration-v1.md,100
"bugCommand",./docs/get-started/configuration-v1.md,106
"urlTemplate",./docs/get-started/configuration-v1.md,107
"https://bug.example.com/new?title={title}&info={info}",./docs/get-started/configuration-v1.md,107
"respectGitIgnore",./docs/get-started/configuration-v1.md,114
"enableRecursiveFileSearch",./docs/get-started/configuration-v1.md,114
"fileFiltering",./docs/get-started/configuration-v1.md,128
"respectGitIgnore",./docs/get-started/configuration-v1.md,129
"enableRecursiveFileSearch",./docs/get-started/configuration-v1.md,130
"disableFuzzySearch",./docs/get-started/configuration-v1.md,131
"coreTools",./docs/get-started/configuration-v1.md,164
"ShellTool(ls -l)",./docs/get-started/configuration-v1.md,164
"coreTools",./docs/get-started/configuration-v1.md,167
"ReadFileTool",./docs/get-started/configuration-v1.md,167
"GlobTool",./docs/get-started/configuration-v1.md,167
"ShellTool(ls)",./docs/get-started/configuration-v1.md,167
"allowedTools",./docs/get-started/configuration-v1.md,174
"ShellTool(git status)",./docs/get-started/configuration-v1.md,174
"excludeTools",./docs/get-started/configuration-v1.md,181
"ShellTool(rm -rf)",./docs/get-started/configuration-v1.md,181
"excludeTools",./docs/get-started/configuration-v1.md,183
"run_shell_command",./docs/get-started/configuration-v1.md,183
"findFiles",./docs/get-started/configuration-v1.md,183
"allowMCPServers",./docs/get-started/configuration-v1.md,196
"myPythonServer",./docs/get-started/configuration-v1.md,196
"excludeMCPServers",./docs/get-started/configuration-v1.md,210
"myNodeServer",./docs/get-started/configuration-v1.md,210
"autoAccept",./docs/get-started/configuration-v1.md,224
"Default",./docs/get-started/configuration-v1.md,228
"theme",./docs/get-started/configuration-v1.md,229
"GitHub",./docs/get-started/configuration-v1.md,229
"vimMode",./docs/get-started/configuration-v1.md,237
"sandbox",./docs/get-started/configuration-v1.md,245
"docker",./docs/get-started/configuration-v1.md,245
"toolDiscoveryCommand",./docs/get-started/configuration-v1.md,253
"bin/get_tools",./docs/get-started/configuration-v1.md,253
"toolCallCommand",./docs/get-started/configuration-v1.md,267
"bin/call_tool",./docs/get-started/configuration-v1.md,267
"mcpServers",./docs/get-started/configuration-v1.md,313
"myPythonServer",./docs/get-started/configuration-v1.md,314
"command",./docs/get-started/configuration-v1.md,315
"python",./docs/get-started/configuration-v1.md,315
"args",./docs/get-started/configuration-v1.md,316
"mcp_server.py",./docs/get-started/configuration-v1.md,316
"--port",./docs/get-started/configuration-v1.md,316
"cwd",./docs/get-started/configuration-v1.md,317
"./mcp_tools/python",./docs/get-started/configuration-v1.md,317
"timeout",./docs/get-started/configuration-v1.md,318
"includeTools",./docs/get-started/configuration-v1.md,319
"safe_tool",./docs/get-started/configuration-v1.md,319
"file_reader",./docs/get-started/configuration-v1.md,319
"myNodeServer",./docs/get-started/configuration-v1.md,321
"command",./docs/get-started/configuration-v1.md,322
"node",./docs/get-started/configuration-v1.md,322
"args",./docs/get-started/configuration-v1.md,323
"mcp_server.js",./docs/get-started/configuration-v1.md,323
"cwd",./docs/get-started/configuration-v1.md,324
"./mcp_tools/node",./docs/get-started/configuration-v1.md,324
"excludeTools",./docs/get-started/configuration-v1.md,325
"dangerous_tool",./docs/get-started/configuration-v1.md,325
"file_deleter",./docs/get-started/configuration-v1.md,325
"myDockerServer",./docs/get-started/configuration-v1.md,327
"command",./docs/get-started/configuration-v1.md,328
"docker",./docs/get-started/configuration-v1.md,328
"args",./docs/get-started/configuration-v1.md,329
"run",./docs/get-started/configuration-v1.md,329
"-i",./docs/get-started/configuration-v1.md,329
"--rm",./docs/get-started/configuration-v1.md,329
"-e",./docs/get-started/configuration-v1.md,329
"API_KEY",./docs/get-started/configuration-v1.md,329
"ghcr.io/foo/bar",./docs/get-started/configuration-v1.md,329
"env",./docs/get-started/configuration-v1.md,330
"API_KEY",./docs/get-started/configuration-v1.md,331
"$MY_API_TOKEN",./docs/get-started/configuration-v1.md,331
"mySseServer",./docs/get-started/configuration-v1.md,334
"url",./docs/get-started/configuration-v1.md,335
"http://localhost:8081/events",./docs/get-started/configuration-v1.md,335
"headers",./docs/get-started/configuration-v1.md,336
"Authorization",./docs/get-started/configuration-v1.md,337
"Bearer $MY_SSE_TOKEN",./docs/get-started/configuration-v1.md,337
"description",./docs/get-started/configuration-v1.md,339
"An example SSE-based MCP server.",./docs/get-started/configuration-v1.md,339
"myStreamableHttpServer",./docs/get-started/configuration-v1.md,341
"httpUrl",./docs/get-started/configuration-v1.md,342
"http://localhost:8082/stream",./docs/get-started/configuration-v1.md,342
"headers",./docs/get-started/configuration-v1.md,343
"X-API-Key",./docs/get-started/configuration-v1.md,344
"$MY_HTTP_API_KEY",./docs/get-started/configuration-v1.md,344
"description",./docs/get-started/configuration-v1.md,346
"An example Streamable HTTP-based MCP server.",./docs/get-started/configuration-v1.md,346
"enabled",./docs/get-started/configuration-v1.md,355
"preferredEditor",./docs/get-started/configuration-v1.md,362
"vscode",./docs/get-started/configuration-v1.md,362
"enabled",./docs/get-started/configuration-v1.md,368
"target",./docs/get-started/configuration-v1.md,368
"local",./docs/get-started/configuration-v1.md,368
"otlpEndpoint",./docs/get-started/configuration-v1.md,368
"http://localhost:4317",./docs/get-started/configuration-v1.md,368
"logPrompts",./docs/get-started/configuration-v1.md,368
"telemetry",./docs/get-started/configuration-v1.md,378
"enabled",./docs/get-started/configuration-v1.md,379
"target",./docs/get-started/configuration-v1.md,380
"local",./docs/get-started/configuration-v1.md,380
"otlpEndpoint",./docs/get-started/configuration-v1.md,381
"http://localhost:16686",./docs/get-started/configuration-v1.md,381
"logPrompts",./docs/get-started/configuration-v1.md,382
"usageStatisticsEnabled",./docs/get-started/configuration-v1.md,391
"hideTips",./docs/get-started/configuration-v1.md,400
"hideBanner",./docs/get-started/configuration-v1.md,410
"maxSessionTurns",./docs/get-started/configuration-v1.md,420
"summarizeToolOutput",./docs/get-started/configuration-v1.md,431
"run_shell_command",./docs/get-started/configuration-v1.md,432
"tokenBudget",./docs/get-started/configuration-v1.md,433
"DEBUG",./docs/get-started/configuration-v1.md,443
"DEBUG_MODE",./docs/get-started/configuration-v1.md,443
"excludedProjectEnvVars",./docs/get-started/configuration-v1.md,446
"DEBUG",./docs/get-started/configuration-v1.md,446
"DEBUG_MODE",./docs/get-started/configuration-v1.md,446
"NODE_ENV",./docs/get-started/configuration-v1.md,446
"includeDirectories",./docs/get-started/configuration-v1.md,458
"/path/to/another/project",./docs/get-started/configuration-v1.md,459
"../shared-library",./docs/get-started/configuration-v1.md,460
"~/common-utils",./docs/get-started/configuration-v1.md,461
"loadMemoryFromIncludeDirectories",./docs/get-started/configuration-v1.md,473
"showLineNumbers",./docs/get-started/configuration-v1.md,482
"screenReader",./docs/get-started/configuration-v1.md,494
"disableLoadingPhrases",./docs/get-started/configuration-v1.md,494
"accessibility",./docs/get-started/configuration-v1.md,497
"screenReader",./docs/get-started/configuration-v1.md,498
"disableLoadingPhrases",./docs/get-started/configuration-v1.md,499
"theme",./docs/get-started/configuration-v1.md,507
"GitHub",./docs/get-started/configuration-v1.md,507
"sandbox",./docs/get-started/configuration-v1.md,508
"docker",./docs/get-started/configuration-v1.md,508
"toolDiscoveryCommand",./docs/get-started/configuration-v1.md,509
"bin/get_tools",./docs/get-started/configuration-v1.md,509
"toolCallCommand",./docs/get-started/configuration-v1.md,510
"bin/call_tool",./docs/get-started/configuration-v1.md,510
"mcpServers",./docs/get-started/configuration-v1.md,511
"mainServer",./docs/get-started/configuration-v1.md,512
"command",./docs/get-started/configuration-v1.md,513
"bin/mcp_server.py",./docs/get-started/configuration-v1.md,513
"anotherServer",./docs/get-started/configuration-v1.md,515
"command",./docs/get-started/configuration-v1.md,516
"node",./docs/get-started/configuration-v1.md,516
"args",./docs/get-started/configuration-v1.md,517
"mcp_server.js",./docs/get-started/configuration-v1.md,517
"--verbose",./docs/get-started/configuration-v1.md,517
"telemetry",./docs/get-started/configuration-v1.md,520
"enabled",./docs/get-started/configuration-v1.md,521
"target",./docs/get-started/configuration-v1.md,522
"local",./docs/get-started/configuration-v1.md,522
"otlpEndpoint",./docs/get-started/configuration-v1.md,523
"http://localhost:4317",./docs/get-started/configuration-v1.md,523
"logPrompts",./docs/get-started/configuration-v1.md,524
"usageStatisticsEnabled",./docs/get-started/configuration-v1.md,526
"hideTips",./docs/get-started/configuration-v1.md,527
"hideBanner",./docs/get-started/configuration-v1.md,528
"maxSessionTurns",./docs/get-started/configuration-v1.md,529
"summarizeToolOutput",./docs/get-started/configuration-v1.md,530
"run_shell_command",./docs/get-started/configuration-v1.md,531
"tokenBudget",./docs/get-started/configuration-v1.md,532
"excludedProjectEnvVars",./docs/get-started/configuration-v1.md,535
"DEBUG",./docs/get-started/configuration-v1.md,535
"DEBUG_MODE",./docs/get-started/configuration-v1.md,535
"NODE_ENV",./docs/get-started/configuration-v1.md,535
"includeDirectories",./docs/get-started/configuration-v1.md,536
"path/to/dir1",./docs/get-started/configuration-v1.md,536
"~/path/to/dir2",./docs/get-started/configuration-v1.md,536
"../path/to/dir3",./docs/get-started/configuration-v1.md,536
"loadMemoryFromIncludeDirectories",./docs/get-started/configuration-v1.md,537
"gemini-2.5-flash",./docs/get-started/configuration-v1.md,583
"YOUR_GOOGLE_API_KEY",./docs/get-started/configuration-v1.md,588
"YOUR_PROJECT_ID",./docs/get-started/configuration-v1.md,599
"/path/to/your/credentials.json",./docs/get-started/configuration-v1.md,603
"YOUR_PROJECT_ID",./docs/get-started/configuration-v1.md,606
"YOUR_PROJECT_LOCATION",./docs/get-started/configuration-v1.md,610
"explain this code",./docs/get-started/configuration-v1.md,654
"ShellTool(git status)",./docs/get-started/configuration-v1.md,680
"memory",./docs/get-started/configuration-v1.md,722
"usageStatisticsEnabled",./docs/get-started/configuration-v1.md,886
"security",./docs/cli/trusted-folders.md,17
"folderTrust",./docs/cli/trusted-folders.md,18
"enabled",./docs/cli/trusted-folders.md,19
"safe mode.",./docs/cli/trusted-folders.md,36
"safe mode",./docs/cli/trusted-folders.md,43
"mcpServers",./docs/cli/tutorials.md,39
"github",./docs/cli/tutorials.md,40
"command",./docs/cli/tutorials.md,41
"docker",./docs/cli/tutorials.md,41
"args",./docs/cli/tutorials.md,42
"run",./docs/cli/tutorials.md,43
"-i",./docs/cli/tutorials.md,44
"--rm",./docs/cli/tutorials.md,45
"-e",./docs/cli/tutorials.md,46
"GITHUB_PERSONAL_ACCESS_TOKEN",./docs/cli/tutorials.md,47
"ghcr.io/github/github-mcp-server",./docs/cli/tutorials.md,48
"env",./docs/cli/tutorials.md,50
"GITHUB_PERSONAL_ACCESS_TOKEN",./docs/cli/tutorials.md,51
"${GITHUB_PERSONAL_ACCESS_TOKEN}",./docs/cli/tutorials.md,51
"pat_YourActualGitHubTokenHere",./docs/cli/tutorials.md,69
"get all open issues assigned to me in the 'foo/bar' repo and prioritize them",./docs/cli/tutorials.md,82
"uninstall",./docs/cli/uninstall.md,9
"$(npm config get cache)/_npx",./docs/cli/uninstall.md,19
"%LocalAppData%\npm-cache\_npx",./docs/cli/uninstall.md,28
"npm-cache\_npx",./docs/cli/uninstall.md,35
"Yes",./docs/ide-integration/index.md,42
"Gemini CLI Companion",./docs/ide-integration/index.md,69
"Newly Published",./docs/ide-integration/index.md,71
"Button is misaligned",./docs/cli/custom-commands.md,71
"Generates a fix for a given issue.",./docs/cli/custom-commands.md,73
"Please provide a code fix for the issue described here: {{args}}.",./docs/cli/custom-commands.md,74
"Button is misaligned",./docs/cli/custom-commands.md,78
"It\'s complicated",./docs/cli/custom-commands.md,104
"It\'s complicated",./docs/cli/custom-commands.md,105
"Support for default argument parsing.",./docs/cli/custom-commands.md,130
"Adds a new entry to the project\'s CHANGELOG.md file.",./docs/cli/custom-commands.md,132
"added",./docs/cli/custom-commands.md,144
"changed",./docs/cli/custom-commands.md,144
"fixed",./docs/cli/custom-commands.md,144
"removed",./docs/cli/custom-commands.md,144
"Keep a Changelog",./docs/cli/custom-commands.md,151
"New feature",./docs/cli/custom-commands.md,155
"Generates a Git commit message based on staged changes.",./docs/cli/custom-commands.md,199
"Reviews the provided context using a best practice guide.",./docs/cli/custom-commands.md,251
"Pure Function",./docs/cli/custom-commands.md,269
"Asks the model to refactor the current context into a pure function.",./docs/cli/custom-commands.md,293
"discovery file.",./docs/ide-integration/ide-companion-spec.md,32
"port",./docs/ide-integration/ide-companion-spec.md,50
"workspacePath",./docs/ide-integration/ide-companion-spec.md,51
"/path/to/project1:/path/to/project2",./docs/ide-integration/ide-companion-spec.md,51
"authToken",./docs/ide-integration/ide-companion-spec.md,52
"a-very-secret-token",./docs/ide-integration/ide-companion-spec.md,52
"ideInfo",./docs/ide-integration/ide-companion-spec.md,53
"name",./docs/ide-integration/ide-companion-spec.md,54
"vscode",./docs/ide-integration/ide-companion-spec.md,54
"displayName",./docs/ide-integration/ide-companion-spec.md,55
"VS Code",./docs/ide-integration/ide-companion-spec.md,55
"active",./docs/ide-integration/ide-companion-spec.md,149
"Apply",./docs/ide-integration/ide-companion-spec.md,224
"Save",./docs/ide-integration/ide-companion-spec.md,225
"ui",./docs/cli/enterprise.md,44
"theme",./docs/cli/enterprise.md,45
"default-corporate-theme",./docs/cli/enterprise.md,45
"context",./docs/cli/enterprise.md,47
"includeDirectories",./docs/cli/enterprise.md,48
"/etc/gemini-cli/common-context",./docs/cli/enterprise.md,48
"ui",./docs/cli/enterprise.md,57
"theme",./docs/cli/enterprise.md,58
"user-preferred-dark-theme",./docs/cli/enterprise.md,58
"mcpServers",./docs/cli/enterprise.md,60
"corp-server",./docs/cli/enterprise.md,61
"command",./docs/cli/enterprise.md,62
"/usr/local/bin/corp-server-dev",./docs/cli/enterprise.md,62
"user-tool",./docs/cli/enterprise.md,64
"command",./docs/cli/enterprise.md,65
"npm start --prefix ~/tools/my-tool",./docs/cli/enterprise.md,65
"context",./docs/cli/enterprise.md,68
"includeDirectories",./docs/cli/enterprise.md,69
"~/gemini-context",./docs/cli/enterprise.md,69
"ui",./docs/cli/enterprise.md,78
"theme",./docs/cli/enterprise.md,79
"project-specific-light-theme",./docs/cli/enterprise.md,79
"mcpServers",./docs/cli/enterprise.md,81
"project-tool",./docs/cli/enterprise.md,82
"command",./docs/cli/enterprise.md,83
"npm start",./docs/cli/enterprise.md,83
"context",./docs/cli/enterprise.md,86
"includeDirectories",./docs/cli/enterprise.md,87
"./project-context",./docs/cli/enterprise.md,87
"ui",./docs/cli/enterprise.md,95
"theme",./docs/cli/enterprise.md,96
"system-enforced-theme",./docs/cli/enterprise.md,96
"mcpServers",./docs/cli/enterprise.md,98
"corp-server",./docs/cli/enterprise.md,99
"command",./docs/cli/enterprise.md,100
"/usr/local/bin/corp-server-prod",./docs/cli/enterprise.md,100
"context",./docs/cli/enterprise.md,103
"includeDirectories",./docs/cli/enterprise.md,104
"/etc/gemini-cli/global-context",./docs/cli/enterprise.md,104
"ui",./docs/cli/enterprise.md,114
"theme",./docs/cli/enterprise.md,115
"system-enforced-theme",./docs/cli/enterprise.md,115
"mcpServers",./docs/cli/enterprise.md,117
"corp-server",./docs/cli/enterprise.md,118
"command",./docs/cli/enterprise.md,119
"/usr/local/bin/corp-server-prod",./docs/cli/enterprise.md,119
"user-tool",./docs/cli/enterprise.md,121
"command",./docs/cli/enterprise.md,122
"npm start --prefix ~/tools/my-tool",./docs/cli/enterprise.md,122
"project-tool",./docs/cli/enterprise.md,124
"command",./docs/cli/enterprise.md,125
"npm start",./docs/cli/enterprise.md,125
"context",./docs/cli/enterprise.md,128
"includeDirectories",./docs/cli/enterprise.md,129
"/etc/gemini-cli/common-context",./docs/cli/enterprise.md,130
"~/gemini-context",./docs/cli/enterprise.md,131
"./project-context",./docs/cli/enterprise.md,132
"/etc/gemini-cli/global-context",./docs/cli/enterprise.md,133
"tools",./docs/cli/enterprise.md,179
"core",./docs/cli/enterprise.md,180
"ReadFileTool",./docs/cli/enterprise.md,180
"GlobTool",./docs/cli/enterprise.md,180
"ShellTool(ls)",./docs/cli/enterprise.md,180
"tools",./docs/cli/enterprise.md,194
